LocusID,Gene Name,Gene Synonyns,Product Name,Product Synonyms,Human_Sputum_B,Human_Sputum_A,Human_Sputum_C,Human_Sputum_D,Human_Sputum_E,Human_Sputum_F,Human_Sputum_G,HumanSputum_EM55B,HumanSputum_EM59,HumanSputum_EM60B,HumanSputum_EM13,HumanSputum_EM24,HumanSputum_EM30,HumanSputum_EM33,HumanSputum_EM35B,HumanSputum_EM36,HumanSputum_EM37B,HumanSputum_EM43,HumanSputum_EM48B,HumanSputum_EM49 ,HumanSputum_EM53B,HumanSputum_EM6,HumanSputum_EM61,HumanSputum_EM70
PA2598,--,--,hypothetical protein,--,14,5,52,56,23,5,223,10,4,15,12,20,14,21,96,2,7,6,8,8,55,19,69,51
PA2599,--,--,putative periplasmic aliphatic sulfonate-binding protein ,putative periplasmic aliphatic sulfonate-binding protein ,10,5,53,57,22,19,250,18,6,10,29,62,23,40,126,5,51,32,7,19,73,2,72,57
PA2600,--,--,hypothetical protein,--,38,9,87,128,45,25,386,88,15,31,28,170,71,66,270,13,87,25,25,23,143,10,187,177
PA2601,--,--,probable transcriptional regulator,--,34,18,29,36,33,4,195,64,13,7,3,25,22,12,47,5,47,27,6,31,51,53,26,57
PA2602,--,thiol dioxygenase,3-mercaptopropionate dioxygenase,3-mercaptopropionate dioxygenase ; hypothetical protein,7,7,16,24,18,1,65,31,5,2,15,23,29,13,53,7,33,11,3,19,21,0,19,31
PA2603,--,--,probable thiosulfate sulfurtransferase,--,7,17,46,66,27,21,114,57,12,1,47,24,28,14,83,20,38,13,8,26,68,36,16,76
PA2604,--,yccA,conserved hypothetical protein,--,1744,497,1522,335,307,190,5806,943,426,142,690,105,272,496,1205,293,418,168,101,144,719,659,228,1253
PA2605,--,yheN,conserved hypothetical protein,--,17,41,36,3,8,7,102,40,10,6,12,0,7,15,24,5,13,18,8,15,17,16,7,68
PA2606,--,yheM,conserved hypothetical protein,--,115,39,262,43,31,14,1503,75,28,12,30,24,22,52,70,38,245,60,22,20,28,31,18,260
PA2607,--,--,conserved hypothetical protein,--,58,20,33,11,16,7,111,57,11,3,46,0,12,32,25,8,10,52,17,21,28,0,6,71
PA2608,--,yccK,conserved hypothetical protein,--,6,2,28,1,1,0,94,22,9,4,14,11,3,11,26,4,11,19,15,4,10,4,5,40
PA2609,--,--,hypothetical protein,--,21,4,36,20,12,3,72,41,12,1,12,10,4,7,10,5,1,24,13,13,32,35,2,93
PA2610,--,yqjG,conserved hypothetical protein,--,141,85,127,51,20,22,312,83,584,29,10,50,26,20,53,7,30,33,2,10,799,0,48,101
PA2611,cysG,--,siroheme synthase,uroporphyrinogen III methylase,358,83,517,191,109,109,2238,707,148,45,52,25,109,123,154,56,120,234,95,62,206,71,45,433
PA2612,serS,--,seryl-tRNA synthetase,--,225,86,368,108,136,28,980,331,104,13,118,23,37,145,84,21,64,169,47,37,134,55,42,509
PA2613,--,ycaJ,conserved hypothetical protein,--,135,53,246,74,47,30,1433,256,120,22,117,75,34,128,118,19,51,194,36,23,148,57,43,503
PA2614,lolA,--,lipoprotein localization protein LolA,lipoprotein localization protein LolA ; periplasmic chaperone LolA,3799,160,1360,182,131,50,12896,411,684,214,178,51,46,389,654,192,255,196,91,91,174,1448,57,1943
PA2615,ftsK,--,cell division protein FtsK,--,886,225,1070,318,439,106,3518,1413,563,93,586,158,251,565,453,109,126,660,155,178,349,385,169,1493
PA2616,trxB1,--,thioredoxin reductase 1,--,252,140,309,79,262,54,1316,488,492,28,205,173,144,198,363,79,258,163,53,94,292,371,104,287
PA2617,aat,--,leucyl/phenylalanyl-tRNA-protein transferase,leucyltransferase,56,21,23,10,31,14,88,94,15,2,20,19,9,31,38,17,17,42,13,19,124,37,8,66
PA2618,--,--,hypothetical protein,--,76,61,113,22,55,13,358,158,184,20,59,41,53,58,153,23,103,44,16,48,123,64,53,143
PA2619,infA,--,initiation factor,--,310,31,352,46,46,8,2114,173,245,25,87,0,25,26,164,38,48,65,21,15,66,147,31,203
PA2620,clpA,--,ATP-binding protease component ClpA,--,2665,602,3261,628,532,233,12263,2587,914,245,786,224,402,439,863,164,331,489,274,320,829,393,457,3019
PA2621,clpS,--,ClpS,ClpS,1830,311,2482,383,272,144,8711,614,589,103,304,46,284,244,409,51,174,259,147,175,364,187,127,1368
PA2622,cspD,--,cold-shock protein CspD,--,89,44,94,11,12,13,506,110,55,29,21,15,38,22,67,16,36,17,13,46,102,15,18,163
PA2623,icd,icdA,isocitrate dehydrogenase,oxalosuccinate decarboxylase ; IDH,1983,456,2981,799,470,183,8741,1641,999,222,596,237,485,463,1443,300,699,594,295,299,807,1214,387,2492
PA2624,idh,--,isocitrate dehydrogenase,--,514,139,1036,136,160,82,4462,693,474,61,396,183,232,220,506,238,208,525,230,493,528,747,201,1030
PA2625,--,--,conserved hypothetical protein,--,3,0,14,4,6,2,55,64,19,4,3,21,19,2,26,15,14,24,12,15,41,14,15,19
PA2626,trmU,asuE,tRNA methyltransferase,--,244,120,303,46,81,43,2195,594,201,31,210,91,156,93,337,153,147,282,74,62,306,236,73,294
PA2627,--,ycfC,conserved hypothetical protein,--,62,24,68,15,23,14,253,99,36,5,4,37,35,70,56,83,28,86,12,13,38,28,6,122
PA2628,--,--,hypothetical protein,--,15,11,18,7,7,5,105,91,32,10,22,7,12,41,38,61,50,47,10,14,26,35,6,61
PA2629,purB,--,adenylosuccinate lyase,--,328,69,253,99,128,36,1427,184,162,25,247,38,29,120,125,48,127,187,21,32,70,195,27,533
PA2630,--,ycfD,conserved hypothetical protein,--,562,215,425,49,71,21,22384,173,231,38,112,53,73,132,432,133,162,175,23,98,184,575,49,631
PA2631,--,yjcF,probable acetyl transferase,--,260,71,184,73,40,10,535,108,72,5,57,19,29,23,61,14,15,62,28,23,39,41,15,234
PA2632,--,--,hypothetical protein,--,24,38,42,14,46,9,127,328,115,6,47,7,31,69,55,13,29,38,28,26,34,25,23,75
PA2633,--,--,hypothetical protein,--,46,28,55,21,38,6,154,180,30,4,37,16,21,59,51,8,22,27,10,18,20,8,7,109
PA2634,aceA,--,isocitrate lyase AceA,isocitrate lyase  ; isocitrate lyase AceA,3353,615,4361,843,2484,46,3704,578,590,62,3116,194,668,94,1741,320,274,351,210,79,217,500,563,7447
PA2635,--,--,hypothetical protein,--,39,54,41,6,33,6,108,38,47,5,47,0,42,14,60,19,12,11,11,27,37,12,8,67
PA2636,--,--,hypothetical protein,--,6,1,7,6,6,3,94,8,1,2,0,4,0,19,10,2,4,0,1,11,3,0,0,9
PA2637,nuoA,--,NADH dehydrogenase I chain A,--,458,100,386,14,100,63,3336,699,365,66,274,84,102,429,319,151,195,262,181,199,482,359,56,390
PA2638,nuoB,--,NADH dehydrogenase I chain B,--,1633,1025,637,127,183,176,4793,2832,611,165,452,219,467,749,641,92,292,456,205,263,1228,435,225,1089
PA2639,nuoD,--,NADH dehydrogenase I chain CD,--,1099,123,1036,60,167,76,12074,712,450,94,346,59,67,643,284,58,109,268,206,156,392,611,69,1954
PA2640,nuoE,--,NADH dehydrogenase I chain E,--,235,22,379,21,41,32,2801,199,62,52,87,19,26,140,93,19,38,103,31,23,90,94,13,785
PA2641,nuoF,--,NADH dehydrogenase I chain F,--,127,62,151,33,25,17,410,256,69,21,111,22,33,109,66,11,14,142,34,27,101,38,10,317
PA2642,nuoG,--,NADH dehydrogenase I chain G,--,152,83,294,58,124,80,742,449,189,29,256,31,38,308,97,9,41,291,84,68,313,135,72,1017
PA2643,nuoH,--,NADH dehydrogenase I chain H,--,1036,91,1185,55,44,28,11569,497,414,155,110,50,49,791,416,82,138,132,49,58,156,657,29,2319
PA2644,nuoI,--,NADH Dehydrogenase I chain I,--,56,9,100,13,22,12,491,88,38,5,70,7,6,106,30,17,19,22,9,21,55,34,1,364
PA2645,nuoJ,--,NADH dehydrogenase I chain J,--,61,17,80,3,22,16,206,351,43,8,60,0,18,104,24,5,22,30,15,6,93,21,2,220
PA2646,nuoK,--,NADH dehydrogenase I chain K,--,49,4,104,17,14,16,326,68,34,2,11,13,5,43,17,2,1,59,9,15,39,25,13,118
PA2647,nuoL,--,NADH dehydrogenase I chain L,--,536,156,698,42,84,41,3917,872,231,80,231,30,73,615,248,66,92,275,114,85,346,233,59,655
PA2648,nuoM,--,NADH dehydrogenase I chain M,--,102,21,132,20,44,21,349,315,111,19,153,16,52,200,81,14,28,192,42,54,163,55,21,395
PA2649,nuoN,--,NADH dehydrogenase I chain N,--,81,35,102,32,21,31,232,195,50,10,133,25,30,80,26,2,22,48,32,16,76,25,12,253
PA2650,--,ybaJ,conserved hypothetical protein,--,2,1,1,0,4,0,9,27,3,1,1,13,1,15,7,0,8,19,1,6,7,0,0,7
PA2651,--,--,conserved hypothetical protein,--,489,171,288,96,132,28,1270,293,342,62,345,64,103,307,188,36,79,125,49,61,147,82,81,641
PA2652,--,--,methyl-accepting chemotaxis protein,methyl-accepting chemotaxis protein,37,13,13,16,1,3,382,93,12,4,11,7,26,42,25,7,32,34,4,19,15,25,10,67
PA2653,--,yuiF,probable transporter,--,149,26,42,42,15,12,584,200,111,12,39,67,9,211,61,9,43,30,1,34,51,50,9,75
PA2654,tlpQ,--,TlpQ,TlpQ,14,8,8,6,7,2,203,32,14,4,8,19,18,46,81,11,17,74,2,8,52,34,9,58
PA2655,--,--,hypothetical protein,--,283,26,39,122,0,10,94,18,9,3,6,11,11,0,10,0,11,5,19,3,4,0,3,40
PA2656,bqsS,carS,two-component sensor BqsS,two-component sensor CarS ; probable two-component sensor ; two-component sensor BqsS,197,26,332,58,10,19,335,164,63,6,83,1,34,92,101,16,27,299,70,39,80,50,17,173
PA2657,bqsR,carR,two-component response regulator BqsR,two-component response regulator CarR ; probable two-component response regulator ; two-component response regulator BqsR,239,78,544,99,65,39,369,229,164,15,76,47,84,77,171,22,69,549,81,93,98,95,43,279
PA2658,--,--,hypothetical protein,--,735,115,1694,276,109,60,805,211,190,29,133,37,78,78,181,13,16,730,83,126,133,82,21,580
PA2659,--,--,hypothetical protein,--,551,62,1907,261,177,55,1176,103,541,17,305,35,27,141,268,26,33,220,68,72,427,250,33,685
PA2660,--,--,hypothetical protein,--,55,36,32,21,32,13,82,129,56,5,53,16,54,78,90,10,74,64,19,68,64,45,15,58
PA2661,--,--,hypothetical protein,--,57,18,71,25,17,10,134,105,19,12,51,43,15,23,21,8,17,21,10,8,57,42,8,87
PA2662,--,--,conserved hypothetical protein,--,355,91,612,88,54,55,2749,534,65,33,143,47,96,82,159,46,65,257,62,39,81,88,33,855
PA2663,ppyR,--,psl and pyoverdine operon regulator PpyR,"psl and pyoverdine operon regulator, PpyR",474,67,1094,94,155,43,7252,316,65,58,64,22,61,155,267,101,45,134,40,22,78,188,40,1121
PA2664,fhp,--,flavohemoprotein,--,115,14,284,26,26,39,677,187,19,7,37,15,42,53,48,18,26,87,28,20,22,63,17,479
PA2665,fhpRÂ ,ygaA,Transcriptional activator of P. aeruginosa flavohemoglobin FhpR,"Transcriptional activator ofÂ P. aeruginosaÂ flavohemoglobin, FhpR",149,70,98,38,45,10,733,274,73,10,101,92,115,40,115,51,81,55,19,35,85,44,70,184
PA2666,--,ptpS,probable 6-pyruvoyl tetrahydrobiopterin synthase,--,77,23,102,29,38,13,260,136,81,14,53,31,70,36,52,11,23,59,19,30,78,84,11,106
PA2667,mvaU,--,MvaU,MvaU,457,57,803,153,47,17,4287,175,62,18,49,34,11,22,91,13,34,39,22,53,34,73,23,370
PA2668,--,--,hypothetical protein,--,148,65,72,8,13,17,255,166,23,8,31,37,3,38,48,8,19,16,23,29,16,23,34,55
PA2669,--,--,hypothetical protein,--,18,26,27,9,12,14,38,54,18,0,21,19,12,23,11,9,2,10,3,5,17,23,7,20
PA2670,--,--,hypothetical protein,--,4,4,13,8,2,7,19,52,17,3,0,4,6,35,10,1,7,16,1,15,5,0,6,22
PA2671,--,hplX,hypothetical protein,--,20,13,16,10,6,12,180,31,19,0,18,36,11,28,30,4,10,7,3,39,12,25,7,21
PA2672,--,hplW,probable type II secretion system protein,--,15,9,8,1,0,4,43,2,6,2,2,0,0,0,3,1,0,0,0,4,1,0,0,4
PA2673,--,hplV,probable type II secretion system protein,--,6,1,0,0,0,7,6,1,8,2,0,0,0,3,3,0,0,2,0,2,0,0,2,2
PA2674,--,hplU,probable type II secretion system protein,--,0,2,8,8,0,7,10,8,0,2,0,0,0,4,9,1,0,3,3,3,0,7,0,3
PA2675,--,hplT,probable type II secretion system protein,--,4,2,13,12,0,25,32,4,0,1,1,0,2,0,5,1,0,0,0,8,2,0,3,6
PA2676,--,hplS,probable type II secretion system protein,--,23,4,14,19,4,1,28,20,4,8,3,0,2,6,6,1,0,2,5,7,13,16,0,9
PA2677,--,hplR,probable type II secretion protein,--,4,3,16,3,3,2,44,13,14,0,2,0,9,11,5,1,4,2,2,13,4,1,2,9
PA2678,--,--,probable permease of ABC-2 transporter,--,1,2,2,0,0,2,21,13,0,2,4,0,8,17,14,15,3,0,2,8,12,0,0,4
PA2679,--,--,hypothetical protein,--,52,25,64,51,16,13,169,42,27,7,34,19,16,10,70,17,2,47,49,9,24,33,18,59
PA2680,--,--,probable quinone oxidoreductase,--,8,0,3,16,0,3,63,6,5,1,1,9,8,26,13,2,18,2,7,13,2,0,4,7
PA2681,--,--,probable transcriptional regulator,--,16,12,4,10,1,4,27,23,9,2,10,0,12,16,15,20,6,8,2,8,7,1,8,15
PA2682,--,--,conserved hypothetical protein,--,8,6,2,7,6,4,24,33,9,0,3,8,8,17,10,4,11,5,5,12,19,0,0,9
PA2683,--,tdcB,probable serine/threonine dehydratase degradative,--,40,45,37,13,31,6,97,48,9,14,20,0,6,18,37,7,10,25,20,11,49,4,6,37
PA2683.1,tsi5,rhsI1 ; immunity protein RhsI1,Tsi5,--,67,17,128,31,6,10,240,22,12,1,8,28,0,12,23,0,2,23,6,14,32,5,1,36
PA2684,tse5,rhs ; rhsP1,Tse5,RhsP1 ; Tse5,154,31,264,66,52,56,474,306,86,16,74,47,22,47,116,13,27,159,51,169,356,106,32,299
PA2685,vgrG4,vgrG1c,VgrG4,VgrG1c,390,81,489,77,57,51,4916,239,88,41,159,103,46,109,277,93,126,154,47,125,184,242,39,334
PA2686,pfeR,--,two-component response regulator PfeR,--,241,144,290,115,119,67,490,332,23,13,110,86,67,23,155,31,44,97,94,45,98,76,41,236
PA2687,pfeS,--,two-component sensor PfeS,--,404,138,413,198,135,77,587,454,65,35,89,76,82,53,152,54,60,163,111,77,147,121,30,361
PA2688,pfeA,--,Ferric enterobactin receptor outer membrane protein PfeA precursor,--,186,47,93,24,87,22,398,158,28,12,73,66,46,63,194,21,104,26,29,51,61,107,27,181
PA2689,pfeE,--,esterase PfeE,"esterase, PfeE ; hypothetical protein",22,14,9,27,44,9,50,120,12,4,90,18,33,42,88,1,33,20,35,35,63,19,24,189
PA2690,--,--,probable transposase,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA2691,--,--,conserved hypothetical protein,--,259,333,83,114,87,15,1473,202,24,10,40,49,45,27,360,28,62,97,18,18,76,301,28,25
PA2692,--,--,probable transcriptional regulator,--,158,55,33,17,7,7,545,61,34,16,23,16,7,21,68,50,88,14,5,15,31,33,7,269
PA2693,--,vdlD,conserved hypothetical protein,--,50,7,54,5,13,4,133,45,9,1,12,16,15,21,18,4,14,12,3,11,12,20,6,26
PA2694,trx2,--,Trx2,Trx2,39,33,23,14,10,2,87,63,19,3,23,17,1,3,29,2,7,26,11,3,19,6,18,22
PA2695,--,yaiW,conserved hypothetical protein,--,57,21,71,9,21,5,303,82,31,7,1,5,14,23,35,9,13,30,5,14,36,39,11,29
PA2696,--,--,probable transcriptional regulator,--,28,3,50,3,10,1,164,90,8,4,5,0,7,15,28,3,16,7,13,17,16,0,16,41
PA2697,--,--,hypothetical protein,--,23,3,13,0,3,0,87,14,5,4,1,0,2,6,4,3,7,1,7,0,2,14,3,9
PA2698,--,--,probable hydrolase,--,13,0,16,4,0,2,88,29,2,0,9,1,2,0,6,2,5,0,10,21,9,0,0,15
PA2699,--,--,hypothetical protein,--,21,0,9,6,5,3,31,38,1,0,8,32,10,6,14,0,8,1,1,14,12,15,1,9
PA2700,opdB,--,proline porin OpdB,OpdB proline porin ,1,4,3,0,6,2,27,27,13,2,0,3,10,8,8,1,10,3,0,7,9,0,3,4
PA2701,--,--,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,10,7,5,3,2,0,16,19,3,0,4,5,10,8,9,1,19,1,0,7,13,12,1,5
PA2702,tse2,--,Tse2,--,283,29,107,15,8,3,2884,40,26,6,21,15,30,28,42,13,26,62,1,22,12,114,12,193
PA2703,tsi2,--,Tsi2,--,10,2,24,0,8,2,61,21,1,1,4,0,0,19,6,8,0,11,1,5,8,27,3,14
PA2704,--,--,probable transcriptional regulator,--,6,9,25,0,10,2,71,101,26,0,22,18,14,16,21,14,3,23,8,9,22,17,13,36
PA2705,--,--,hypothetical protein,--,167,49,265,24,86,24,745,274,108,24,69,99,31,83,132,16,80,76,29,98,180,120,65,292
PA2706,--,--,hypothetical protein,--,77,35,87,1,46,34,325,257,45,6,14,48,40,13,74,19,119,28,12,51,144,97,15,98
PA2707,--,--,hypothetical protein,--,351,116,300,105,139,36,2310,446,204,46,424,98,84,270,285,133,104,203,75,72,261,325,85,634
PA2708,--,--,hypothetical protein,--,164,69,147,46,44,5,287,149,81,16,34,90,30,96,69,10,37,45,14,37,75,23,62,189
PA2709,cysK,--,cysteine synthase A,O-acetylserine sulfhydrolase A,176,130,142,88,179,50,507,201,66,21,67,42,26,65,105,28,75,62,26,54,128,50,36,281
PA2710,--,--,hypothetical protein,--,26,46,26,10,22,19,102,67,17,4,7,0,4,44,31,5,9,10,7,9,15,0,16,43
PA2711,--,potF4,probable periplasmic spermidine/putrescine-binding protein,--,28,4,35,10,18,1,75,45,4,2,31,23,2,16,9,5,7,13,2,30,12,11,4,36
PA2712,--,--,hypothetical protein,--,39,37,40,22,8,4,247,53,43,13,23,21,4,20,43,25,63,10,11,8,21,102,0,46
PA2713,--,--,conserved hypothetical protein,--,59,35,59,33,9,10,196,57,23,10,1,1,7,49,52,14,26,13,8,8,44,52,15,91
PA2714,--,--,probable molybdopterin oxidoreductase,--,101,59,69,84,58,26,1017,151,93,18,36,98,55,99,108,14,75,17,12,41,157,40,27,78
PA2715,--,--,probable ferredoxin,--,10,11,6,9,15,8,64,27,18,3,13,32,6,4,15,2,6,13,3,12,41,22,12,17
PA2716,--,--,probable FMN oxidoreductase,--,69,13,85,12,12,6,187,16,3,0,20,12,13,22,17,4,12,7,1,9,11,0,5,40
PA2717,cpo,--,chloroperoxidase precursor,--,49,24,128,19,34,10,433,37,27,8,14,9,10,29,21,2,23,7,1,12,13,6,9,79
PA2718,--,--,probable transcriptional regulator,--,582,113,460,38,80,23,885,67,28,35,35,14,20,18,105,46,31,6,7,11,39,74,19,311
PA2719,--,--,hypothetical protein,--,26,59,26,8,20,4,176,57,2,5,31,28,2,9,47,24,16,22,4,13,24,22,6,28
PA2720,--,--,hypothetical protein,--,14,14,15,10,3,4,53,95,16,4,18,4,12,10,22,23,22,15,7,17,22,18,2,15
PA2721,--,--,hypothetical protein,--,31,1,3,0,1,1,53,11,4,0,0,4,4,0,4,0,3,2,0,0,1,4,0,5
PA2722,--,--,hypothetical protein,--,30,29,36,10,14,2,169,11,0,0,0,0,2,0,17,0,9,5,4,6,8,17,7,84
PA2723,--,--,hypothetical protein,--,18,20,38,9,4,4,445,23,69,23,22,5,19,42,49,25,30,3,8,8,11,10,1,207
PA2724,--,--,hypothetical protein,--,6,1,0,0,3,0,12,7,1,0,15,7,0,0,7,0,7,0,1,4,6,0,2,5
PA2725,--,--,probable chaperone,--,60,39,92,19,51,28,500,111,46,12,89,16,23,60,25,15,24,53,19,32,56,59,6,123
PA2726,--,--,probable radical activating enzyme,--,14,11,22,1,16,7,76,43,11,0,14,8,0,14,11,4,6,20,4,17,22,6,0,15
PA2727,--,--,hypothetical protein,--,26,9,31,9,10,5,92,120,22,1,21,16,32,0,32,6,16,53,5,36,100,23,4,25
PA2728,--,--,hypothetical protein,--,17,6,29,9,5,6,90,105,23,7,21,22,3,33,15,11,11,43,8,52,51,30,17,29
PA2729,--,--,hypothetical protein,--,3,2,18,5,3,1,15,12,1,4,6,0,5,0,1,0,0,12,2,17,7,0,1,7
PA2730,--,--,hypothetical protein,--,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PA2731,--,--,Uncharacterized protein,Uncharacterized protein ; hypothetical protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PA2732,--,--,hypothetical protein,--,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PA2733,--,--,conserved hypothetical protein,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA2734,--,--,hypothetical protein,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA2735,--,--,type I HsdM methyltransferase,type I HsdM methyltransferase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PA2736,--,--,hypothetical protein,--,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
PA2737,--,--,conserved hypothetical protein,--,146,48,196,56,54,25,650,288,158,10,55,97,39,121,183,98,84,91,24,105,113,205,43,240
PA2738,himA,--,integration host factor alpha subunit,--,1361,183,1785,350,145,93,6705,487,177,69,288,111,127,218,300,47,108,203,35,98,240,173,113,1141
PA2739,pheT,--,phenylalanyl-tRNA synthetase beta subunit,--,1206,165,1717,274,203,122,7223,952,463,68,554,147,285,404,377,99,162,698,224,201,476,305,153,2399
PA2740,pheS,--,phenylalanyl-tRNA synthetase alpha-subunit,--,99,35,180,37,33,11,788,187,156,18,98,16,26,72,61,19,38,187,42,34,70,119,18,337
PA2741,rplT,--,50S ribosomal protein L20,--,2289,174,3883,752,346,113,12719,530,275,64,304,8,50,240,381,84,103,242,96,72,359,184,104,1987
PA2742,rpmI,--,50S ribosomal protein L35,Ribosomal protein A,1137,80,1694,483,246,106,6453,738,289,55,404,85,176,254,488,100,165,179,141,288,291,457,118,1479
PA2743,infC,--,translation initiation factor IF-3,--,3339,407,5941,1243,767,214,25323,2407,729,259,1019,84,298,1726,927,172,341,731,215,354,534,651,294,8658
PA2744,thrS,--,threonyl-tRNA synthetase,--,709,204,1106,210,294,165,2875,1277,491,68,375,142,210,274,475,127,236,609,221,271,481,383,116,1818
PA2745,--,--,probable hydrolase,--,39,28,115,15,10,10,280,153,55,12,44,9,27,77,61,21,10,108,66,40,20,59,17,94
PA2746,--,--,hypothetical protein,--,20,30,12,2,15,1,32,137,45,4,30,12,19,4,44,16,31,15,11,21,23,12,7,31
PA2747,--,--,hypothetical protein,--,172,45,140,144,21,22,5969,366,144,552,16,136,133,274,748,145,300,48,39,74,134,121,66,136
PA2748,--,mapB,probable methionine aminopeptidase,--,462,23,74,32,6,7,241,142,29,3,13,13,23,49,85,7,25,15,7,22,37,17,22,104
PA2749,endA,--,DNA-specific endonuclease I,--,520,36,116,22,22,5,3489,137,187,42,65,56,27,278,57,55,71,23,13,16,49,163,32,328
PA2750,--,--,hypothetical protein,--,104,65,36,7,9,2,564,65,99,3,12,13,22,71,28,53,65,13,0,15,25,103,9,34
PA2751,--,yfkH,conserved hypothetical protein,--,211,42,168,37,80,11,477,463,261,32,58,286,95,818,131,16,121,94,19,127,73,71,86,172
PA2752,--,yqaA,conserved hypothetical protein,--,59,31,26,6,28,17,82,123,29,2,11,29,20,6,36,7,7,30,11,16,47,13,20,25
PA2753,--,--,hypothetical protein,--,37,134,60,7,46,1,263,34,102,4,44,19,21,77,34,22,26,1,6,8,21,27,11,233
PA2754,--,--,conserved hypothetical protein,--,479,108,842,109,222,14,1680,165,188,22,178,109,43,231,147,32,34,45,17,42,46,134,75,868
PA2755,eco,--,ecotin precursor,--,529,809,496,42,112,10,6051,210,205,91,84,59,25,146,274,95,193,50,7,18,62,532,27,352
PA2756,--,--,hypothetical protein,--,136,69,153,51,26,21,420,119,23,17,37,14,26,61,94,8,22,54,30,22,43,83,6,106
PA2757,--,--,hypothetical protein,--,11,3,4,1,12,4,22,36,4,2,9,0,0,0,22,6,3,8,3,8,16,7,0,7
PA2758,--,--,probable transcriptional regulator,--,204,148,34,22,129,4,105,119,15,10,51,0,7,14,26,9,29,18,3,17,24,3,15,123
PA2759,--,--,hypothetical protein,--,1457,368,189,160,213,4,87,128,107,55,133,0,81,74,316,21,42,46,2,0,438,51,3,721
PA2760,oprQ,--,OprQ,--,132,46,176,70,71,26,814,263,67,8,128,22,79,111,167,40,81,91,25,74,110,162,33,437
PA2761,--,--,hypothetical protein,--,15,20,4,1,12,4,38,269,8,5,38,18,50,1,85,3,24,99,11,17,54,95,9,126
PA2762,--,--,hypothetical protein,--,82,17,57,4,5,7,116,47,0,5,11,10,10,19,28,11,46,9,7,0,24,27,7,50
PA2763,--,--,hypothetical protein,--,24,21,27,0,7,2,68,24,12,9,45,0,5,12,21,1,20,8,8,0,28,16,0,20
PA2764,--,--,hypothetical protein,--,108,184,188,27,40,14,174,177,104,10,110,34,115,54,100,41,49,63,19,23,28,87,47,172
PA2765,--,--,hypothetical protein,--,70,28,85,41,37,9,463,190,69,12,88,58,15,77,76,27,39,82,10,26,32,118,12,125
PA2766,--,--,probable transcriptional regulator,--,59,45,21,18,29,6,104,90,18,4,24,33,18,4,58,15,7,5,3,13,34,44,9,80
PA2767,--,--,probable enoyl-CoA hydratase/isomerase,--,47,50,11,2,29,1,88,34,14,0,7,26,16,12,38,13,0,0,3,2,6,6,7,34
PA2768,--,--,hypothetical protein,--,113,77,19,9,40,1,311,34,12,3,8,54,3,83,84,21,38,6,3,7,10,64,13,71
PA2769,--,--,hypothetical protein,--,8,5,13,12,2,1,48,51,11,4,21,0,16,22,130,8,12,59,12,3,7,10,1,58
PA2770,--,--,hypothetical protein,--,245,73,179,37,28,20,896,206,87,17,72,32,22,76,228,41,53,194,29,30,110,99,13,197
PA2771,--,--,diguanylate cyclase with a self-blocked I-site Dcsbis,"diguanylate cyclase with a self-blocked I-site, Dcsbis",3,16,6,3,17,99,89,1,61,5,8,0,11,27,78,9,53,12,12,43,56,42,13,44
PA2772,--,--,hypothetical protein,--,58,15,27,1,12,4,137,0,25,3,56,0,7,48,53,23,45,16,18,36,48,27,17,71
PA2773,--,--,hypothetical protein,--,9,2,16,0,5,2,29,45,19,2,1,4,4,10,15,7,4,7,2,11,19,12,6,4
PA2774,tse4,--,Tse4,Tse4,10,18,16,4,8,4,51,48,5,4,5,15,6,15,29,2,2,12,8,16,36,27,7,20
PA2775,tsi4,--,Tsi4,Tsi4,128,17,73,8,22,16,446,58,7,7,24,17,14,33,29,13,14,6,16,9,34,31,8,114
PA2776,pauB3,ordL,FAD-dependent oxidoreductase,FAD-dependent oxidoreductase,203,104,223,54,57,18,12776,429,141,24,86,112,90,192,231,124,102,86,27,18,187,385,32,298
PA2777,--,yfdC,conserved hypothetical protein,--,96,42,196,23,34,3,195,183,189,10,27,73,14,101,68,14,33,121,14,36,48,14,37,102
PA2778,--,--,hypothetical protein,--,35,19,67,7,11,7,41,26,74,6,29,0,23,40,21,8,14,126,3,7,12,28,21,34
PA2779,--,--,hypothetical protein,--,90,30,198,6,53,4,209,11,88,16,62,46,32,69,29,1,24,57,3,4,24,11,22,81
PA2780,bswR,--,bacterial swarming regulator BswR,bacterial swarming regulator BswR ; hypothetical protein,186,47,412,19,53,11,628,121,37,2,24,21,12,15,32,7,12,6,6,14,24,15,5,139
